,"(4, 4, 2)","(4, 4, 2) pruning","(4, 4, 3)","(4, 4, 3) pruning","(4, 4, 4)","(4, 4, 4) pruning"
0,0.6718191623687744,0.004553055763244629,99.7973539352417,1.4490309238433838,265.7593258142471,5.278911066055298
1,0.07302777767181397,0.001127338409423828,23.115680003166197,1.2984779357910157,81.04510142803193,1.6878727912902831
2,0.008552145957946778,0.0003012418746948242,6.9585102796554565,0.21715104579925537,25.076826906204225,0.8581906795501709
3,0.7573664665222168,0.006077790260314941,2.690538787841797,0.17350738048553466,7.582294940948486,0.31009936332702637
4,,,0.7563450813293457,0.011974430084228516,2.0860516309738157,0.23519303798675537
5,,,0.09730751514434814,0.0030461549758911133,0.6239583492279053,0.13304510116577148
6,,,0.02929565906524658,0.002940678596496582,0.2145308017730713,0.021123123168945313
7,,,0.012178373336791993,0.002323007583618164,0.06407327651977539,0.014252018928527833
8,,,0.0026731252670288085,0.0004587411880493164,0.017869400978088378,0.011061620712280274
9,,,0.0013770341873168945,0.0002826213836669922,0.004777598381042481,0.002198195457458496
10,,,0.00022199153900146485,8.661746978759766e-05,0.0017456531524658204,0.0008805990219116211
11,,,134.3627464056015,3.2060105085372923,0.0005211114883422851,0.00028176307678222655
12,,,,,0.00019686222076416017,0.00013375282287597656
13,,,,,5.700588226318359e-05,6.024837493896484e-05
14,,,,,2.1147727966308594e-05,2.2077560424804686e-05
15,,,,,8.487701416015625e-06,8.249282836914063e-06
16,,,,,385.25529742240906,8.69212429523468
